"study","age","phase","id","aged","trial","type","corr","sex","unique_group"
"2","A28","point","e49697",905,3,"neg",0,0,"pointA28neg"
"2","A28","point","e49697",905,4,"neg",0,0,"pointA28neg"
"2","A28","point","e49697",905,5,"neg",0,0,"pointA28neg"
"2","A28","point","e49697",905,6,"neg",0,0,"pointA28neg"
"2","A28","point","e49697",905,7,"neg",0,0,"pointA28neg"
"2","A28","point","e49697",905,8,"neg",1,0,"pointA28neg"
"2","A28","point","e4930e",871,1,"neg",0,1,"pointA28neg"
"2","A28","point","e4930e",871,2,"neg",0,1,"pointA28neg"
"2","A28","point","e4930e",871,3,"neg",0,1,"pointA28neg"
"2","A28","point","e4930e",871,4,"neg",0,1,"pointA28neg"
"2","A28","point","e4930e",871,5,"neg",0,1,"pointA28neg"
"2","A28","point","e4930e",871,6,"neg",0,1,"pointA28neg"
"2","A28","point","e4930e",871,7,"neg",0,1,"pointA28neg"
"2","A28","point","e4930e",871,8,"neg",0,1,"pointA28neg"
"2","A28","point","e50910",809,1,"neg",0,1,"pointA28neg"
"2","A28","point","e50910",809,2,"neg",0,1,"pointA28neg"
"2","A28","point","e50910",809,3,"neg",0,1,"pointA28neg"
"2","A28","point","e50910",809,4,"neg",0,1,"pointA28neg"
"2","A28","point","e50910",809,5,"neg",1,1,"pointA28neg"
"2","A28","point","e50910",809,6,"neg",0,1,"pointA28neg"
"2","A28","point","e50910",809,7,"neg",0,1,"pointA28neg"
"2","A28","point","e50910",809,8,"neg",0,1,"pointA28neg"
"2","A28","point","e50011",893,1,"neg",1,1,"pointA28neg"
"2","A28","point","e50011",893,2,"neg",0,1,"pointA28neg"
"2","A28","point","e50011",893,3,"neg",1,1,"pointA28neg"
"2","A28","point","e50011",893,4,"neg",1,1,"pointA28neg"
"2","A28","point","e50011",893,5,"neg",0,1,"pointA28neg"
"2","A28","point","e50011",893,6,"neg",1,1,"pointA28neg"
"2","A28","point","e50011",893,7,"neg",0,1,"pointA28neg"
"2","A28","point","e50011",893,8,"neg",1,1,"pointA28neg"
"2","A28","point","e51656",839,1,"neg",1,1,"pointA28neg"
"2","A28","point","e51656",839,2,"neg",1,1,"pointA28neg"
"2","A28","point","e51656",839,3,"neg",1,1,"pointA28neg"
"2","A28","point","e51656",839,4,"neg",0,1,"pointA28neg"
"2","A28","point","e51656",839,5,"neg",1,1,"pointA28neg"
"2","A28","point","e51656",839,6,"neg",0,1,"pointA28neg"
"2","A28","point","e49e00",866,1,"neg",1,1,"pointA28neg"
"2","A28","point","e49e00",866,2,"neg",1,1,"pointA28neg"
"2","A28","point","e49e00",866,3,"neg",1,1,"pointA28neg"
"2","A28","point","e49e00",866,4,"neg",1,1,"pointA28neg"
"2","A28","point","e49e00",866,5,"neg",1,1,"pointA28neg"
"2","A28","point","e49e00",866,6,"neg",1,1,"pointA28neg"
"2","A28","point","e49e00",866,7,"neg",1,1,"pointA28neg"
"2","A28","point","e49e00",866,8,"neg",1,1,"pointA28neg"
"2","A28","point","e49756",874,1,"neg",1,0,"pointA28neg"
"2","A28","point","e49756",874,2,"neg",1,0,"pointA28neg"
"2","A28","point","e49756",874,3,"neg",1,0,"pointA28neg"
"2","A28","point","e49756",874,4,"neg",0,0,"pointA28neg"
"2","A28","point","e49756",874,5,"neg",0,0,"pointA28neg"
"2","A28","point","e49756",874,6,"neg",1,0,"pointA28neg"
"2","A28","point","e49756",874,7,"neg",0,0,"pointA28neg"
"2","A28","point","e49756",874,8,"neg",1,0,"pointA28neg"
"2","A34","point","e47011",1067,1,"neg",0,0,"pointA34neg"
"2","A34","point","e47011",1067,2,"neg",0,0,"pointA34neg"
"2","A34","point","e47011",1067,3,"neg",1,0,"pointA34neg"
"2","A34","point","e47011",1067,4,"neg",0,0,"pointA34neg"
"2","A34","point","e47011",1067,5,"neg",1,0,"pointA34neg"
"2","A34","point","e47011",1067,6,"neg",0,0,"pointA34neg"
"2","A34","point","e47011",1067,7,"neg",1,0,"pointA34neg"
"2","A34","point","e47011",1067,8,"neg",0,0,"pointA34neg"
"2","A34","point","e47040",1080,1,"neg",0,0,"pointA34neg"
"2","A34","point","e47040",1080,2,"neg",0,0,"pointA34neg"
"2","A34","point","e47040",1080,3,"neg",0,0,"pointA34neg"
"2","A34","point","e47040",1080,4,"neg",1,0,"pointA34neg"
"2","A34","point","e47040",1080,5,"neg",0,0,"pointA34neg"
"2","A34","point","e47040",1080,6,"neg",1,0,"pointA34neg"
"2","A34","point","e47040",1080,7,"neg",0,0,"pointA34neg"
"2","A34","point","e47040",1080,8,"neg",1,0,"pointA34neg"
"2","A34","point","e488e6",1054,1,"neg",0,1,"pointA34neg"
"2","A34","point","e488e6",1054,2,"neg",0,1,"pointA34neg"
"2","A34","point","e488e6",1054,3,"neg",1,1,"pointA34neg"
"2","A34","point","e488e6",1054,4,"neg",1,1,"pointA34neg"
"2","A34","point","e488e6",1054,5,"neg",0,1,"pointA34neg"
"2","A34","point","e488e6",1054,7,"neg",1,1,"pointA34neg"
"2","A34","point","e488e6",1054,8,"neg",0,1,"pointA34neg"
"2","A34","point","e47060",1079,1,"neg",1,0,"pointA34neg"
"2","A34","point","e47060",1079,2,"neg",0,0,"pointA34neg"
"2","A34","point","e47060",1079,3,"neg",0,0,"pointA34neg"
"2","A34","point","e47060",1079,4,"neg",0,0,"pointA34neg"
"2","A34","point","e47060",1079,5,"neg",0,0,"pointA34neg"
"2","A34","point","e47060",1079,6,"neg",0,0,"pointA34neg"
"2","A34","point","e47060",1079,7,"neg",0,0,"pointA34neg"
"2","A34","point","e47060",1079,8,"neg",0,0,"pointA34neg"
"2","A34","point","e4689e",1085,1,"neg",0,0,"pointA34neg"
"2","A34","point","e4689e",1085,2,"neg",1,0,"pointA34neg"
"2","A34","point","e4689e",1085,3,"neg",0,0,"pointA34neg"
"2","A34","point","e4689e",1085,4,"neg",0,0,"pointA34neg"
"2","A34","point","e4689e",1085,5,"neg",0,0,"pointA34neg"
"2","A34","point","e4689e",1085,6,"neg",0,0,"pointA34neg"
"2","A34","point","e4689e",1085,7,"neg",1,0,"pointA34neg"
"2","A34","point","e4689e",1085,8,"neg",0,0,"pointA34neg"
"2","A34","point","e49105",1053,1,"neg",0,0,"pointA34neg"
"2","A34","point","e49105",1053,2,"neg",0,0,"pointA34neg"
"2","A34","point","e49105",1053,3,"neg",1,0,"pointA34neg"
"2","A34","point","e49105",1053,4,"neg",0,0,"pointA34neg"
"2","A34","point","e49105",1053,5,"neg",1,0,"pointA34neg"
"2","A34","point","e49105",1053,6,"neg",0,0,"pointA34neg"
"2","A34","point","e49105",1053,7,"neg",0,0,"pointA34neg"
"2","A34","point","e49105",1053,8,"neg",0,0,"pointA34neg"
"2","A34","point","e49ee9",1069,1,"neg",0,1,"pointA34neg"
"2","A34","point","e49ee9",1069,2,"neg",0,1,"pointA34neg"
"2","A34","point","e49ee9",1069,3,"neg",0,1,"pointA34neg"
"2","A34","point","e49ee9",1069,4,"neg",0,1,"pointA34neg"
"2","A34","point","e49ee9",1069,5,"neg",0,1,"pointA34neg"
"2","A34","point","e49ee9",1069,6,"neg",0,1,"pointA34neg"
"2","A34","point","e49ee9",1069,7,"neg",0,1,"pointA34neg"
"2","A34","point","e49ee9",1069,8,"neg",0,1,"pointA34neg"
"2","A34","point","e4679e",1089,1,"neg",1,1,"pointA34neg"
"2","A34","point","e4679e",1089,2,"neg",1,1,"pointA34neg"
"2","A34","point","e4679e",1089,3,"neg",1,1,"pointA34neg"
"2","A34","point","e4679e",1089,4,"neg",1,1,"pointA34neg"
"2","A34","point","e4679e",1089,5,"neg",0,1,"pointA34neg"
"2","A34","point","e4679e",1089,6,"neg",1,1,"pointA34neg"
"2","A34","point","e4679e",1089,7,"neg",0,1,"pointA34neg"
"2","A34","point","e4679e",1089,8,"neg",1,1,"pointA34neg"
"2","A34","point","e49e9e",1050,1,"neg",0,1,"pointA34neg"
"2","A34","point","e49e9e",1050,2,"neg",0,1,"pointA34neg"
"2","A34","point","e49e9e",1050,3,"neg",0,1,"pointA34neg"
"2","A34","point","e49e9e",1050,4,"neg",0,1,"pointA34neg"
"2","A34","point","e49e9e",1050,5,"neg",0,1,"pointA34neg"
"2","A34","point","e49e9e",1050,6,"neg",0,1,"pointA34neg"
"2","A34","point","e49e9e",1050,7,"neg",0,1,"pointA34neg"
"2","A34","point","e49e9e",1050,8,"neg",0,1,"pointA34neg"
"2","A34","point","e49ee3",1025,1,"neg",0,1,"pointA34neg"
"2","A34","point","e49ee3",1025,2,"neg",0,1,"pointA34neg"
"2","A34","point","e49ee3",1025,3,"neg",1,1,"pointA34neg"
"2","A34","point","e49ee3",1025,4,"neg",1,1,"pointA34neg"
"2","A34","point","e49ee3",1025,5,"neg",0,1,"pointA34neg"
"2","A34","point","e49ee3",1025,6,"neg",1,1,"pointA34neg"
"2","A34","point","e49ee3",1025,7,"neg",0,1,"pointA34neg"
"2","A34","point","e49ee3",1025,8,"neg",0,1,"pointA34neg"
"2","A34","point","e47039",1069,1,"neg",1,0,"pointA34neg"
"2","A34","point","e47039",1069,2,"neg",1,0,"pointA34neg"
"2","A34","point","e47039",1069,3,"neg",0,0,"pointA34neg"
"2","A34","point","e47039",1069,4,"neg",0,0,"pointA34neg"
"2","A34","point","e47039",1069,5,"neg",0,0,"pointA34neg"
"2","A34","point","e47039",1069,6,"neg",0,0,"pointA34neg"
"2","A34","point","e47039",1069,7,"neg",0,0,"pointA34neg"
"2","A34","point","e47039",1069,8,"neg",0,0,"pointA34neg"
"2","A34","point","e49e43",1057,1,"neg",0,0,"pointA34neg"
"2","A34","point","e49e43",1057,2,"neg",1,0,"pointA34neg"
"2","A34","point","e49e43",1057,3,"neg",1,0,"pointA34neg"
"2","A34","point","e49e43",1057,4,"neg",1,0,"pointA34neg"
"2","A34","point","e49e43",1057,5,"neg",1,0,"pointA34neg"
"2","A34","point","e49e43",1057,6,"neg",1,0,"pointA34neg"
"2","A34","point","e49e43",1057,7,"neg",1,0,"pointA34neg"
"2","A34","point","e49e43",1057,8,"neg",1,0,"pointA34neg"
"2","A34","point","e46770",1088,1,"neg",0,1,"pointA34neg"
"2","A34","point","e46770",1088,2,"neg",0,1,"pointA34neg"
"2","A34","point","e46770",1088,3,"neg",0,1,"pointA34neg"
"2","A34","point","e46770",1088,4,"neg",0,1,"pointA34neg"
"2","A34","point","e46770",1088,5,"neg",1,1,"pointA34neg"
"2","A34","point","e46770",1088,6,"neg",1,1,"pointA34neg"
"2","A34","point","e46770",1088,7,"neg",0,1,"pointA34neg"
"2","A34","point","e46770",1088,8,"neg",1,1,"pointA34neg"
"2","A34","point","e4963e",1028,1,"neg",0,1,"pointA34neg"
"2","A34","point","e4963e",1028,2,"neg",0,1,"pointA34neg"
"2","A34","point","e4963e",1028,3,"neg",0,1,"pointA34neg"
"2","A34","point","e4963e",1028,4,"neg",0,1,"pointA34neg"
"2","A34","point","e4963e",1028,5,"neg",0,1,"pointA34neg"
"2","A34","point","e4963e",1028,6,"neg",0,1,"pointA34neg"
"2","A34","point","e4963e",1028,7,"neg",0,1,"pointA34neg"
"2","A34","point","e4963e",1028,8,"neg",0,1,"pointA34neg"
"2","A34","point","e49898",1053,1,"neg",0,0,"pointA34neg"
"2","A34","point","e49898",1053,2,"neg",1,0,"pointA34neg"
"2","A34","point","e49898",1053,3,"neg",0,0,"pointA34neg"
"2","A34","point","e49898",1053,4,"neg",1,0,"pointA34neg"
"2","A34","point","e49898",1053,5,"neg",1,0,"pointA34neg"
"2","A34","point","e49898",1053,6,"neg",1,0,"pointA34neg"
"2","A34","point","e49898",1053,7,"neg",0,0,"pointA34neg"
"2","A34","point","e49898",1053,8,"neg",0,0,"pointA34neg"
"2","A34","point","e51630",1057,1,"neg",0,0,"pointA34neg"
"2","A34","point","e51630",1057,2,"neg",1,0,"pointA34neg"
"2","A34","point","e51630",1057,3,"neg",0,0,"pointA34neg"
"2","A34","point","e51630",1057,4,"neg",0,0,"pointA34neg"
"2","A34","point","e51630",1057,5,"neg",0,0,"pointA34neg"
"2","A34","point","e51630",1057,6,"neg",0,0,"pointA34neg"
"2","A34","point","e51630",1057,7,"neg",0,0,"pointA34neg"
"2","A34","point","e51630",1057,8,"neg",0,0,"pointA34neg"
"2","A34","point","e49667",1028,1,"neg",1,1,"pointA34neg"
"2","A34","point","e49667",1028,2,"neg",0,1,"pointA34neg"
"2","A34","point","e49667",1028,3,"neg",0,1,"pointA34neg"
"2","A34","point","e49667",1028,4,"neg",0,1,"pointA34neg"
"2","A34","point","e49667",1028,5,"neg",0,1,"pointA34neg"
"2","A34","point","e49667",1028,6,"neg",0,1,"pointA34neg"
"2","A34","point","e49667",1028,7,"neg",0,1,"pointA34neg"
"2","A34","point","e49667",1028,8,"neg",0,1,"pointA34neg"
"2","A34","point","e49771",1077,1,"neg",0,0,"pointA34neg"
"2","A34","point","e49771",1077,2,"neg",0,0,"pointA34neg"
"2","A34","point","e49771",1077,3,"neg",0,0,"pointA34neg"
"2","A34","point","e49771",1077,4,"neg",1,0,"pointA34neg"
"2","A34","point","e49771",1077,5,"neg",0,0,"pointA34neg"
"2","A34","point","e49771",1077,6,"neg",0,0,"pointA34neg"
"2","A34","point","e49771",1077,7,"neg",1,0,"pointA34neg"
"2","A34","point","e49771",1077,8,"neg",0,0,"pointA34neg"
"2","A34","point","e49151",1056,1,"neg",1,1,"pointA34neg"
"2","A34","point","e49151",1056,2,"neg",1,1,"pointA34neg"
"2","A34","point","e49151",1056,3,"neg",1,1,"pointA34neg"
"2","A34","point","e49151",1056,4,"neg",1,1,"pointA34neg"
"2","A34","point","e49151",1056,5,"neg",0,1,"pointA34neg"
"2","A34","point","e49151",1056,6,"neg",1,1,"pointA34neg"
"2","A34","point","e49151",1056,7,"neg",1,1,"pointA34neg"
"2","A34","point","e49151",1056,8,"neg",1,1,"pointA34neg"
"2","A34","point","e49733",1057,1,"neg",0,1,"pointA34neg"
"2","A34","point","e49733",1057,2,"neg",0,1,"pointA34neg"
"2","A34","point","e49733",1057,3,"neg",0,1,"pointA34neg"
"2","A34","point","e49733",1057,4,"neg",1,1,"pointA34neg"
"2","A34","point","e49733",1057,5,"neg",1,1,"pointA34neg"
"2","A34","point","e49733",1057,6,"neg",1,1,"pointA34neg"
"2","A34","point","e49733",1057,7,"neg",1,1,"pointA34neg"
"2","A34","point","e49733",1057,8,"neg",1,1,"pointA34neg"
"2","A40","point","e46977",1236,1,"neg",1,0,"pointA40neg"
"2","A40","point","e46977",1236,2,"neg",0,0,"pointA40neg"
"2","A40","point","e46977",1236,3,"neg",1,0,"pointA40neg"
"2","A40","point","e46977",1236,4,"neg",0,0,"pointA40neg"
"2","A40","point","e46977",1236,5,"neg",0,0,"pointA40neg"
"2","A40","point","e46977",1236,6,"neg",0,0,"pointA40neg"
"2","A40","point","e46977",1236,7,"neg",1,0,"pointA40neg"
"2","A40","point","e46977",1236,8,"neg",0,0,"pointA40neg"
"2","A40","point","e46646",1199,1,"neg",0,1,"pointA40neg"
"2","A40","point","e46646",1199,2,"neg",1,1,"pointA40neg"
"2","A40","point","e46646",1199,3,"neg",0,1,"pointA40neg"
"2","A40","point","e46646",1199,4,"neg",0,1,"pointA40neg"
"2","A40","point","e46646",1199,5,"neg",0,1,"pointA40neg"
"2","A40","point","e46646",1199,6,"neg",0,1,"pointA40neg"
"2","A40","point","e46646",1199,7,"neg",0,1,"pointA40neg"
"2","A40","point","e46646",1199,8,"neg",0,1,"pointA40neg"
"2","A40","point","e49306",1161,1,"neg",1,1,"pointA40neg"
"2","A40","point","e49306",1161,2,"neg",1,1,"pointA40neg"
"2","A40","point","e49306",1161,3,"neg",0,1,"pointA40neg"
"2","A40","point","e49306",1161,4,"neg",1,1,"pointA40neg"
"2","A40","point","e49306",1161,5,"neg",1,1,"pointA40neg"
"2","A40","point","e49306",1161,6,"neg",1,1,"pointA40neg"
"2","A40","point","e49306",1161,7,"neg",1,1,"pointA40neg"
"2","A40","point","e49306",1161,8,"neg",0,1,"pointA40neg"
"2","A40","point","e46679",1248,1,"neg",0,1,"pointA40neg"
"2","A40","point","e46679",1248,2,"neg",1,1,"pointA40neg"
"2","A40","point","e46679",1248,3,"neg",1,1,"pointA40neg"
"2","A40","point","e46679",1248,4,"neg",0,1,"pointA40neg"
"2","A40","point","e46679",1248,5,"neg",1,1,"pointA40neg"
"2","A40","point","e46679",1248,6,"neg",1,1,"pointA40neg"
"2","A40","point","e46679",1248,7,"neg",1,1,"pointA40neg"
"2","A40","point","e46679",1248,8,"neg",0,1,"pointA40neg"
"2","A40","point","e48468",1261,1,"neg",0,1,"pointA40neg"
"2","A40","point","e48468",1261,2,"neg",1,1,"pointA40neg"
"2","A40","point","e48468",1261,3,"neg",1,1,"pointA40neg"
"2","A40","point","e48468",1261,4,"neg",1,1,"pointA40neg"
"2","A40","point","e48468",1261,5,"neg",1,1,"pointA40neg"
"2","A40","point","e48468",1261,6,"neg",1,1,"pointA40neg"
"2","A40","point","e48468",1261,7,"neg",1,1,"pointA40neg"
"2","A40","point","e48468",1261,8,"neg",1,1,"pointA40neg"
"2","A40","point","e46908",1198,1,"neg",0,1,"pointA40neg"
"2","A40","point","e46908",1198,2,"neg",1,1,"pointA40neg"
"2","A40","point","e46908",1198,3,"neg",1,1,"pointA40neg"
"2","A40","point","e46908",1198,4,"neg",1,1,"pointA40neg"
"2","A40","point","e46908",1198,5,"neg",1,1,"pointA40neg"
"2","A40","point","e46908",1198,6,"neg",1,1,"pointA40neg"
"2","A40","point","e46908",1198,7,"neg",1,1,"pointA40neg"
"2","A40","point","e46908",1198,8,"neg",1,1,"pointA40neg"
"2","A40","point","e49163",1163,1,"neg",1,1,"pointA40neg"
"2","A40","point","e49163",1163,2,"neg",0,1,"pointA40neg"
"2","A40","point","e49163",1163,3,"neg",1,1,"pointA40neg"
"2","A40","point","e49163",1163,4,"neg",1,1,"pointA40neg"
"2","A40","point","e49163",1163,5,"neg",0,1,"pointA40neg"
"2","A40","point","e49163",1163,6,"neg",1,1,"pointA40neg"
"2","A40","point","e49163",1163,7,"neg",1,1,"pointA40neg"
"2","A40","point","e49163",1163,8,"neg",1,1,"pointA40neg"
"2","A40","point","e491e6",1165,1,"neg",0,0,"pointA40neg"
"2","A40","point","e491e6",1165,2,"neg",1,0,"pointA40neg"
"2","A40","point","e491e6",1165,3,"neg",0,0,"pointA40neg"
"2","A40","point","e491e6",1165,4,"neg",1,0,"pointA40neg"
"2","A40","point","e491e6",1165,5,"neg",0,0,"pointA40neg"
"2","A40","point","e491e6",1165,6,"neg",1,0,"pointA40neg"
"2","A40","point","e491e6",1165,7,"neg",0,0,"pointA40neg"
"2","A40","point","e491e6",1165,8,"neg",0,0,"pointA40neg"
"2","A40","point","e46674",1261,1,"neg",0,0,"pointA40neg"
"2","A40","point","e46674",1261,2,"neg",0,0,"pointA40neg"
"2","A40","point","e46674",1261,3,"neg",0,0,"pointA40neg"
"2","A40","point","e46674",1261,4,"neg",0,0,"pointA40neg"
"2","A40","point","e46674",1261,5,"neg",1,0,"pointA40neg"
"2","A40","point","e46674",1261,6,"neg",0,0,"pointA40neg"
"2","A40","point","e46674",1261,7,"neg",1,0,"pointA40neg"
"2","A40","point","e46674",1261,8,"neg",0,0,"pointA40neg"
"2","A40","point","e47005",1266,1,"neg",0,0,"pointA40neg"
"2","A40","point","e47005",1266,2,"neg",0,0,"pointA40neg"
"2","A40","point","e47005",1266,3,"neg",0,0,"pointA40neg"
"2","A40","point","e47005",1266,4,"neg",0,0,"pointA40neg"
"2","A40","point","e47005",1266,5,"neg",0,0,"pointA40neg"
"2","A40","point","e47005",1266,6,"neg",0,0,"pointA40neg"
"2","A40","point","e47005",1266,7,"neg",0,0,"pointA40neg"
"2","A40","point","e47005",1266,8,"neg",0,0,"pointA40neg"
"2","A40","point","e46685",1208,1,"neg",0,0,"pointA40neg"
"2","A40","point","e46685",1208,2,"neg",0,0,"pointA40neg"
"2","A40","point","e46685",1208,3,"neg",0,0,"pointA40neg"
"2","A40","point","e46685",1208,4,"neg",0,0,"pointA40neg"
"2","A40","point","e46685",1208,5,"neg",0,0,"pointA40neg"
"2","A40","point","e46685",1208,6,"neg",0,0,"pointA40neg"
"2","A40","point","e46685",1208,7,"neg",0,0,"pointA40neg"
"2","A40","point","e46685",1208,8,"neg",1,0,"pointA40neg"
"2","A40","point","e48745",1214,1,"neg",0,0,"pointA40neg"
"2","A40","point","e48745",1214,2,"neg",0,0,"pointA40neg"
"2","A40","point","e48745",1214,3,"neg",0,0,"pointA40neg"
"2","A40","point","e48745",1214,4,"neg",0,0,"pointA40neg"
"2","A40","point","e48745",1214,5,"neg",0,0,"pointA40neg"
"2","A40","point","e48745",1214,6,"neg",0,0,"pointA40neg"
"2","A40","point","e48745",1214,7,"neg",0,0,"pointA40neg"
"2","A40","point","e48745",1214,8,"neg",0,0,"pointA40neg"
"2","A40","point","e48746",1214,1,"neg",0,0,"pointA40neg"
"2","A40","point","e48746",1214,2,"neg",0,0,"pointA40neg"
"2","A40","point","e48746",1214,3,"neg",0,0,"pointA40neg"
"2","A40","point","e48746",1214,4,"neg",0,0,"pointA40neg"
"2","A40","point","e48746",1214,5,"neg",0,0,"pointA40neg"
"2","A40","point","e48746",1214,6,"neg",0,0,"pointA40neg"
"2","A40","point","e48746",1214,7,"neg",0,0,"pointA40neg"
"2","A40","point","e48746",1214,8,"neg",0,0,"pointA40neg"
"2","A40","point","e46644",1216,1,"neg",0,1,"pointA40neg"
"2","A40","point","e46644",1216,2,"neg",1,1,"pointA40neg"
"2","A40","point","e46644",1216,3,"neg",1,1,"pointA40neg"
"2","A40","point","e46644",1216,4,"neg",1,1,"pointA40neg"
"2","A40","point","e46644",1216,5,"neg",1,1,"pointA40neg"
"2","A40","point","e46644",1216,6,"neg",1,1,"pointA40neg"
"2","A40","point","e46644",1216,7,"neg",1,1,"pointA40neg"
"2","A40","point","e46644",1216,8,"neg",1,1,"pointA40neg"
"2","A40","point","e47008",1277,1,"neg",1,0,"pointA40neg"
"2","A40","point","e47008",1277,2,"neg",1,0,"pointA40neg"
"2","A40","point","e47008",1277,3,"neg",0,0,"pointA40neg"
"2","A40","point","e47008",1277,4,"neg",0,0,"pointA40neg"
"2","A40","point","e47008",1277,5,"neg",1,0,"pointA40neg"
"2","A40","point","e47008",1277,6,"neg",1,0,"pointA40neg"
"2","A40","point","e47008",1277,7,"neg",0,0,"pointA40neg"
"2","A40","point","e47008",1277,8,"neg",0,0,"pointA40neg"
"2","A40","point","e468e9",1237,1,"neg",1,0,"pointA40neg"
"2","A40","point","e468e9",1237,2,"neg",1,0,"pointA40neg"
"2","A40","point","e468e9",1237,3,"neg",1,0,"pointA40neg"
"2","A40","point","e468e9",1237,4,"neg",0,0,"pointA40neg"
"2","A40","point","e468e9",1237,5,"neg",0,0,"pointA40neg"
"2","A40","point","e468e9",1237,6,"neg",1,0,"pointA40neg"
"2","A40","point","e468e9",1237,7,"neg",0,0,"pointA40neg"
"2","A40","point","e468e9",1237,8,"neg",1,0,"pointA40neg"
"2","A40","point","e47061",1233,1,"neg",0,0,"pointA40neg"
"2","A40","point","e47061",1233,2,"neg",1,0,"pointA40neg"
"2","A40","point","e47061",1233,3,"neg",0,0,"pointA40neg"
"2","A40","point","e47061",1233,4,"neg",1,0,"pointA40neg"
"2","A40","point","e47061",1233,5,"neg",1,0,"pointA40neg"
"2","A40","point","e47061",1233,6,"neg",0,0,"pointA40neg"
"2","A40","point","e47061",1233,7,"neg",1,0,"pointA40neg"
"2","A40","point","e47061",1233,8,"neg",0,0,"pointA40neg"
"2","A40","point","e4706e",1233,1,"neg",1,1,"pointA40neg"
"2","A40","point","e4706e",1233,2,"neg",1,1,"pointA40neg"
"2","A40","point","e4706e",1233,3,"neg",1,1,"pointA40neg"
"2","A40","point","e4706e",1233,5,"neg",1,1,"pointA40neg"
"2","A40","point","e4706e",1233,6,"neg",1,1,"pointA40neg"
"2","A40","point","e4706e",1233,7,"neg",1,1,"pointA40neg"
"2","A40","point","e4706e",1233,8,"neg",1,1,"pointA40neg"
"2","A40","point","e475e7",1238,1,"neg",0,1,"pointA40neg"
"2","A40","point","e475e7",1238,2,"neg",1,1,"pointA40neg"
"2","A40","point","e475e7",1238,3,"neg",1,1,"pointA40neg"
"2","A40","point","e475e7",1238,4,"neg",1,1,"pointA40neg"
"2","A40","point","e475e7",1238,6,"neg",1,1,"pointA40neg"
"2","A40","point","e475e7",1238,7,"neg",1,1,"pointA40neg"
"2","A40","point","e475e7",1238,8,"neg",1,1,"pointA40neg"
"2","A40","point","e46951",1221,1,"neg",1,1,"pointA40neg"
"2","A40","point","e46951",1221,2,"neg",0,1,"pointA40neg"
"2","A40","point","e46951",1221,3,"neg",0,1,"pointA40neg"
"2","A40","point","e46951",1221,4,"neg",0,1,"pointA40neg"
"2","A40","point","e46951",1221,5,"neg",0,1,"pointA40neg"
"2","A40","point","e46951",1221,6,"neg",0,1,"pointA40neg"
"2","A40","point","e46951",1221,7,"neg",0,1,"pointA40neg"
"2","A40","point","e46951",1221,8,"neg",0,1,"pointA40neg"
"2","A46","point","e46783",1450,1,"neg",0,1,"pointA46neg"
"2","A46","point","e46783",1450,2,"neg",0,1,"pointA46neg"
"2","A46","point","e46783",1450,3,"neg",0,1,"pointA46neg"
"2","A46","point","e46783",1450,4,"neg",0,1,"pointA46neg"
"2","A46","point","e46783",1450,5,"neg",0,1,"pointA46neg"
"2","A46","point","e46783",1450,6,"neg",0,1,"pointA46neg"
"2","A46","point","e46783",1450,7,"neg",0,1,"pointA46neg"
"2","A46","point","e46783",1450,8,"neg",0,1,"pointA46neg"
"2","A46","point","e4719e",1431,1,"neg",1,0,"pointA46neg"
"2","A46","point","e4719e",1431,2,"neg",1,0,"pointA46neg"
"2","A46","point","e4719e",1431,3,"neg",1,0,"pointA46neg"
"2","A46","point","e4719e",1431,4,"neg",1,0,"pointA46neg"
"2","A46","point","e4719e",1431,5,"neg",1,0,"pointA46neg"
"2","A46","point","e4719e",1431,6,"neg",1,0,"pointA46neg"
"2","A46","point","e4719e",1431,7,"neg",1,0,"pointA46neg"
"2","A46","point","e4719e",1431,8,"neg",1,0,"pointA46neg"
"2","A46","point","e466e9",1459,1,"neg",1,1,"pointA46neg"
"2","A46","point","e466e9",1459,2,"neg",1,1,"pointA46neg"
"2","A46","point","e466e9",1459,3,"neg",1,1,"pointA46neg"
"2","A46","point","e466e9",1459,4,"neg",1,1,"pointA46neg"
"2","A46","point","e466e9",1459,5,"neg",1,1,"pointA46neg"
"2","A46","point","e466e9",1459,6,"neg",1,1,"pointA46neg"
"2","A46","point","e466e9",1459,7,"neg",1,1,"pointA46neg"
"2","A46","point","e466e9",1459,8,"neg",1,1,"pointA46neg"
"2","A46","point","e49337",1429,1,"neg",0,1,"pointA46neg"
"2","A46","point","e49337",1429,2,"neg",0,1,"pointA46neg"
"2","A46","point","e49337",1429,3,"neg",1,1,"pointA46neg"
"2","A46","point","e49337",1429,4,"neg",1,1,"pointA46neg"
"2","A46","point","e49337",1429,5,"neg",1,1,"pointA46neg"
"2","A46","point","e49337",1429,6,"neg",0,1,"pointA46neg"
"2","A46","point","e49337",1429,7,"neg",0,1,"pointA46neg"
"2","A46","point","e49337",1429,8,"neg",1,1,"pointA46neg"
"2","A46","point","e47e83",1431,1,"neg",0,0,"pointA46neg"
"2","A46","point","e47e83",1431,2,"neg",1,0,"pointA46neg"
"2","A46","point","e47e83",1431,3,"neg",1,0,"pointA46neg"
"2","A46","point","e47e83",1431,4,"neg",1,0,"pointA46neg"
"2","A46","point","e47e83",1431,5,"neg",1,0,"pointA46neg"
"2","A46","point","e47e83",1431,6,"neg",1,0,"pointA46neg"
